Unnamed: 0,user_id,age,isbn,rating,book_title,book_author,year_of_publication,publisher,Language,city,state,country
21,110912,36.0,0374157065,10,Flu: The Story of the Great Influenza Pandemic of 1918 and the Search for the Virus That Caused It,Gina Bari Kolata,1999.0,Farrar Straus Giroux,en,milpitas,california,usa
22,137688,46.0,0374157065,0,Flu: The Story of the Great Influenza Pandemic of 1918 and the Search for the Virus That Caused It,Gina Bari Kolata,1999.0,Farrar Straus Giroux,en,medford,new york,usa
23,157969,30.0,0374157065,8,Flu: The Story of the Great Influenza Pandemic of 1918 and the Search for the Virus That Caused It,Gina Bari Kolata,1999.0,Farrar Straus Giroux,en,denver,colorado,usa
24,169187,34.74389988072476,0374157065,0,Flu: The Story of the Great Influenza Pandemic of 1918 and the Search for the Virus That Caused It,Gina Bari Kolata,1999.0,Farrar Straus Giroux,en,edmonton,alberta,canada
25,192665,47.0,0374157065,8,Flu: The Story of the Great Influenza Pandemic of 1918 and the Search for the Virus That Caused It,Gina Bari Kolata,1999.0,Farrar Straus Giroux,en,vacaville,california,usa
26,197659,49.0,0374157065,9,Flu: The Story of the Great Influenza Pandemic of 1918 and the Search for the Virus That Caused It,Gina Bari Kolata,1999.0,Farrar Straus Giroux,en,indiana,pennsylvania,usa
27,208059,34.74389988072476,0374157065,6,Flu: The Story of the Great Influenza Pandemic of 1918 and the Search for the Virus That Caused It,Gina Bari Kolata,1999.0,Farrar Straus Giroux,en,payson,arizona,usa
28,209163,34.74389988072476,0374157065,0,Flu: The Story of the Great Influenza Pandemic of 1918 and the Search for the Virus That Caused It,Gina Bari Kolata,1999.0,Farrar Straus Giroux,en,columbus,ohio,usa
29,8,34.74389988072476,0393045218,0,The Mummies of Urumchi,E. J. W. Barber,1999.0,W. W. Norton & Company,en,timmins,ontario,canada
30,8,34.74389988072476,0399135782,0,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,en,timmins,ontario,canada
31,11676,34.74389988072476,0399135782,9,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,en,,,
32,29526,26.0,0399135782,9,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,en,knoxville,tennessee,usa
33,36836,56.0,0399135782,0,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,en,raleigh,north carolina,usa
34,46398,37.0,0399135782,9,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,en,san antonio,texas,usa
35,49300,34.74389988072476,0399135782,0,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,en,loveland,colorado,usa
36,49635,34.74389988072476,0399135782,9,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,en,seattle,washington,usa
37,67958,39.0,0399135782,10,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,en,idaho falls,idaho,usa
38,113270,25.0,0399135782,0,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,en,evanston,illinois,usa
39,113519,34.74389988072476,0399135782,0,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,en,pleasanton,california,usa
40,115097,27.0,0399135782,7,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,en,seattle,",",
41,136509,31.0,0399135782,0,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,en,santa barbara,california,usa
42,148712,34.74389988072476,0399135782,10,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,en,homer,alaska,usa
43,153461,34.74389988072476,0399135782,0,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,en,upland,california,usa
44,178269,34.74389988072476,0399135782,5,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,en,harbor city,california,usa
45,180297,41.0,0399135782,0,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,en,ann arbor,michigan,usa
46,188589,20.0,0399135782,0,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,en,klang,selangor,malaysia
47,194722,34.74389988072476,0399135782,9,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,en,dallas,texas,usa
48,198013,34.74389988072476,0399135782,7,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,en,sandy,oregon,usa
49,200674,58.0,0399135782,0,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,en,pittsburg,missouri,usa
50,207148,42.0,0399135782,0,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,en,san diego,california,usa
51,211919,38.0,0399135782,0,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,en,jacksonville,florida,usa
52,212449,34.74389988072476,0399135782,8,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,en,austin,texas,usa
53,213191,34.74389988072476,0399135782,8,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,en,san diego,california,usa
54,230522,52.0,0399135782,7,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,en,colorado springs,colorado,usa
55,236322,34.74389988072476,0399135782,0,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,en,houston,texas,usa
56,238557,21.0,0399135782,10,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,en,kuala lumpur,selangor,malaysia
57,242247,42.0,0399135782,0,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,en,livonia,michigan,usa
58,245827,34.74389988072476,0399135782,9,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,en,albuquerque,",",
59,248583,34.74389988072476,0399135782,0,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,en,vancouver,british columbia,canada
60,252282,42.0,0399135782,0,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,en,sammamish,washington,usa
61,252921,22.0,0399135782,8,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,en,renton,washington,usa
62,255661,34.0,0399135782,5,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,en,parker,colorado,usa
63,8,34.74389988072476,0425176428,0,What If?: The World's Foremost Military Historians Imagine What Might Have Been,Robert Cowley,2000.0,Berkley Publishing Group,en,timmins,ontario,canada
64,52614,33.0,0425176428,8,What If?: The World's Foremost Military Historians Imagine What Might Have Been,Robert Cowley,2000.0,Berkley Publishing Group,en,toccoa,ga.,usa
65,56193,34.0,0425176428,0,What If?: The World's Foremost Military Historians Imagine What Might Have Been,Robert Cowley,2000.0,Berkley Publishing Group,en,wahiawa,hawaii,usa
66,225910,19.0,0425176428,0,What If?: The World's Foremost Military Historians Imagine What Might Have Been,Robert Cowley,2000.0,Berkley Publishing Group,en,annville,pennsylvania,usa
67,274634,33.0,0425176428,0,What If?: The World's Foremost Military Historians Imagine What Might Have Been,Robert Cowley,2000.0,Berkley Publishing Group,en,wahiawa,hawaii,usa
68,8,34.74389988072476,0671870432,0,PLEADING GUILTY,Scott Turow,1993.0,Audioworks,9,timmins,ontario,canada
69,11676,34.74389988072476,0671870432,8,PLEADING GUILTY,Scott Turow,1993.0,Audioworks,9,,,
70,24539,34.74389988072476,0671870432,0,PLEADING GUILTY,Scott Turow,1993.0,Audioworks,9,cabrils,catalunya,spain
71,8,34.74389988072476,0679425608,0,Under the Black Flag: The Romance and the Reality of Life Among the Pirates,David Cordingly,1996.0,Random House,en,timmins,ontario,canada
72,8,34.74389988072476,074322678X,5,Where You'll Find Me: And Other Stories,Ann Beattie,2002.0,Scribner,en,timmins,ontario,canada
73,8,34.74389988072476,0771074670,0,Nights Below Station Street,David Adams Richards,1988.0,Emblem Editions,en,timmins,ontario,canada
74,11676,34.74389988072476,0771074670,0,Nights Below Station Street,David Adams Richards,1988.0,Emblem Editions,en,,,
75,98499,34.74389988072476,0771074670,0,Nights Below Station Street,David Adams Richards,1988.0,Emblem Editions,en,toronto,ontario,canada
76,166596,57.0,0771074670,0,Nights Below Station Street,David Adams Richards,1988.0,Emblem Editions,en,greenwood,british columbia,canada
77,189238,34.74389988072476,0771074670,6,Nights Below Station Street,David Adams Richards,1988.0,Emblem Editions,en,dunedin,otago,new zealand
78,223066,51.0,0771074670,0,Nights Below Station Street,David Adams Richards,1988.0,Emblem Editions,en,ottawa,ontario,canada
79,8,34.74389988072476,080652121X,0,Hitler's Secret Bankers: The Myth of Swiss Neutrality During the Holocaust,Adam Lebor,2000.0,Citadel Press,en,timmins,ontario,canada
80,8,34.74389988072476,0887841740,5,The Middle Stories,Sheila Heti,2004.0,House of Anansi Press,9,timmins,ontario,canada
81,92861,34.74389988072476,0887841740,0,The Middle Stories,Sheila Heti,2004.0,House of Anansi Press,9,vancouver,british columbia,canada
82,8,34.74389988072476,1552041778,5,Jane Doe,R. J. Kaiser,1999.0,Mira Books,9,timmins,ontario,canada
83,8,34.74389988072476,1558746218,0,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield,1998.0,Health Communications,9,timmins,ontario,canada
84,3363,29.0,1558746218,0,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield,1998.0,Health Communications,9,knoxville,tennessee,usa
85,61501,34.74389988072476,1558746218,7,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield,1998.0,Health Communications,9,timmins,ontario,canada
86,148514,34.74389988072476,1558746218,10,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield,1998.0,Health Communications,9,barstow,california,usa
87,174304,26.0,1558746218,0,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield,1998.0,Health Communications,9,st. louis,missouri,usa
88,177090,37.0,1558746218,0,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield,1998.0,Health Communications,9,ashland,missouri,usa
89,256233,34.74389988072476,1558746218,0,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield,1998.0,Health Communications,9,glen allen,virginia,usa
90,263256,34.74389988072476,1558746218,10,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield,1998.0,Health Communications,9,knoxville,tennessee,usa
91,8,34.74389988072476,1567407781,6,The Witchfinder (Amos Walker Mystery Series),Loren D. Estleman,1998.0,Brilliance Audio - Trade,9,timmins,ontario,canada
92,8,34.74389988072476,1575663937,6,More Cunning Than Man: A Social History of Rats and Man,Robert Hendrickson,1999.0,Kensington Publishing Corp.,en,timmins,ontario,canada
93,176875,31.0,1575663937,0,More Cunning Than Man: A Social History of Rats and Man,Robert Hendrickson,1999.0,Kensington Publishing Corp.,en,tampere,pirkanmaa,finland
94,213915,29.0,1575663937,0,More Cunning Than Man: A Social History of Rats and Man,Robert Hendrickson,1999.0,Kensington Publishing Corp.,en,sheffield,s yorkshire,united kingdom
95,8,34.74389988072476,1881320189,7,Goodbye to the Buttermilk Sky,Julia Oliver,1994.0,River City Pub,en,timmins,ontario,canada
96,35826,34.74389988072476,1881320189,0,Goodbye to the Buttermilk Sky,Julia Oliver,1994.0,River City Pub,en,prosperity,south carolina,usa
97,226745,38.0,1881320189,7,Goodbye to the Buttermilk Sky,Julia Oliver,1994.0,River City Pub,en,humble,",",
98,9,34.74389988072476,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,germantown,tennessee,usa
99,243,34.74389988072476,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,arden hills,minnesota,usa
100,388,35.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,nashville,tennessee,usa
101,2977,25.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,richland,washington,usa
102,3329,34.74389988072476,0440234743,8,The Testament,John Grisham,1999.0,Dell,en,grantsville,utah,usa
103,3363,29.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,knoxville,tennessee,usa
104,5760,19.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,springfield,",",
105,6795,31.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,portland,oregon,usa
106,7346,49.0,0440234743,9,The Testament,John Grisham,1999.0,Dell,en,sunnyvale,california,usa
107,7352,53.0,0440234743,8,The Testament,John Grisham,1999.0,Dell,en,houston,texas,usa
108,9419,34.74389988072476,0440234743,5,The Testament,John Grisham,1999.0,Dell,en,somewhere,texas,usa
109,9747,34.74389988072476,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,o`fallon,missouri,usa
110,9856,22.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,glendale,colorado,usa
111,11224,51.0,0440234743,6,The Testament,John Grisham,1999.0,Dell,en,tumwater,washington,usa
112,11676,34.74389988072476,0440234743,9,The Testament,John Grisham,1999.0,Dell,en,,,
113,12685,34.74389988072476,0440234743,10,The Testament,John Grisham,1999.0,Dell,en,charlotte,north carolina,usa
114,12923,39.0,0440234743,10,The Testament,John Grisham,1999.0,Dell,en,louisville,kentucky,usa
115,13552,32.0,0440234743,8,The Testament,John Grisham,1999.0,Dell,en,cordova,tennessee,usa
116,13582,29.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,lisboa,lisboa,portugal
117,14521,34.74389988072476,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,providence,rhode island,usa
118,16666,34.74389988072476,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,rogersville,tennessee,usa
119,16795,47.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,mechanicsville,maryland,usa
120,17761,34.74389988072476,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,pinckney,michigan,usa
121,19445,34.74389988072476,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,selden,new york,usa
122,20435,62.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,fairhope,alabama,usa
123,20462,34.74389988072476,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,bossier city,louisiana,usa
124,20783,34.74389988072476,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,york,pennsylvania,usa
125,20801,29.0,0440234743,8,The Testament,John Grisham,1999.0,Dell,en,rio de janeiro,rio de janeiro,brazil
126,20916,34.74389988072476,0440234743,7,The Testament,John Grisham,1999.0,Dell,en,elmwood,massachusetts,usa
127,21264,31.0,0440234743,5,The Testament,John Grisham,1999.0,Dell,en,north brunswick,new jersey,usa
128,23511,56.0,0440234743,8,The Testament,John Grisham,1999.0,Dell,en,chapel hill,north carolina,usa
129,23768,45.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,st. louis,missouri,usa
130,26240,34.74389988072476,0440234743,5,The Testament,John Grisham,1999.0,Dell,en,sacramento,california,usa
131,26544,37.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,woodbridge,virginia,usa
132,26593,34.74389988072476,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,peoria,arizona,usa
133,27684,34.74389988072476,0440234743,9,The Testament,John Grisham,1999.0,Dell,en,knox,pennsylvania,usa
134,28123,34.74389988072476,0440234743,9,The Testament,John Grisham,1999.0,Dell,en,indiuanapolis,indiana,usa
135,28619,34.74389988072476,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,hartford,connecticut,usa
136,29654,42.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,offenbach,hessen,germany
137,30487,40.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,newbury park,california,usa
138,30533,34.74389988072476,0440234743,6,The Testament,John Grisham,1999.0,Dell,en,charleston,south carolina,usa
139,31299,74.0,0440234743,10,The Testament,John Grisham,1999.0,Dell,en,homer city,pennsylvania,usa
140,31315,34.0,0440234743,10,The Testament,John Grisham,1999.0,Dell,en,henryville,indiana,usa
141,31556,51.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,chula vista,california,usa
142,31560,34.74389988072476,0440234743,6,The Testament,John Grisham,1999.0,Dell,en,charleston,south carolina,usa
143,31694,34.74389988072476,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,chula vista,california,usa
144,32516,44.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,st. rose,louisiana,usa
145,35857,36.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,mentor,ohio,usa
146,35859,34.74389988072476,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,duluth,minnesota,usa
147,36606,39.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,san marcos,california,usa
148,37874,43.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,williamsburg,virginia,usa
149,38718,34.74389988072476,0440234743,9,The Testament,John Grisham,1999.0,Dell,en,aloha,",",
150,38991,68.0,0440234743,8,The Testament,John Grisham,1999.0,Dell,en,cumby,texas,usa
151,39345,47.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,jacksonville,florida,usa
152,39646,35.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,fairless hills,pennsylvania,usa
153,40889,37.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,brainerd,minnesota,usa
154,41781,54.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,clinton twp.,michigan,usa
155,44663,34.74389988072476,0440234743,8,The Testament,John Grisham,1999.0,Dell,en,klang,selangor,malaysia
156,45585,34.74389988072476,0440234743,7,The Testament,John Grisham,1999.0,Dell,en,san diego,california,usa
157,46389,55.0,0440234743,8,The Testament,John Grisham,1999.0,Dell,en,pine knoll shores,north carolina,usa
158,46398,37.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,san antonio,texas,usa
159,46767,24.0,0440234743,9,The Testament,John Grisham,1999.0,Dell,en,leipzig,sachsen,germany
160,47971,40.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,toronto,ontario,canada
161,48268,18.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,vienna,vienna,austria
162,48911,57.0,0440234743,10,The Testament,John Grisham,1999.0,Dell,en,new orleans,louisiana,usa
163,49168,57.0,0440234743,9,The Testament,John Grisham,1999.0,Dell,en,ivydale,west virginia,usa
164,49994,40.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,clintonville,wisconsin,usa
165,52584,45.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,livermore,california,usa
166,52994,34.74389988072476,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,colton,oregon,usa
167,54005,59.0,0440234743,9,The Testament,John Grisham,1999.0,Dell,en,lacey,washington,usa
168,54884,33.0,0440234743,8,The Testament,John Grisham,1999.0,Dell,en,nashua,new hampshire,usa
169,55027,44.0,0440234743,7,The Testament,John Grisham,1999.0,Dell,en,burlington,north carolina,usa
170,55419,34.74389988072476,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,cassville,missouri,usa
171,55492,43.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,antioch,illinois,usa
172,57108,38.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,new york,new york,usa
173,57423,34.74389988072476,0440234743,8,The Testament,John Grisham,1999.0,Dell,en,coburg,oregon,usa
174,57632,34.74389988072476,0440234743,5,The Testament,John Grisham,1999.0,Dell,en,pearland,"texas,",
175,59038,28.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,san antonio,texas,usa
176,59390,34.74389988072476,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,uniontown,pennsylvania,usa
177,60130,41.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,lowell,arkansas,usa
178,60569,41.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,chardon,ohio,usa
179,60683,47.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,hartford,wisconsin,usa
180,62667,53.0,0440234743,8,The Testament,John Grisham,1999.0,Dell,en,warsaw,virginia,usa
181,62881,39.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,milwaukee,wisconsin,usa
182,63470,56.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,reno,nevada,usa
183,64535,43.0,0440234743,7,The Testament,John Grisham,1999.0,Dell,en,fredericksburg,virginia,usa
184,64605,34.74389988072476,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,san ramon,california,usa
185,64679,34.74389988072476,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,buffalo grove,illinois,usa
186,66387,52.0,0440234743,6,The Testament,John Grisham,1999.0,Dell,en,kokomo,indiana,usa
187,67487,33.0,0440234743,6,The Testament,John Grisham,1999.0,Dell,en,melbourne,florida,usa
188,68256,28.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,chickasha,oklahoma,usa
189,68537,70.0,0440234743,10,The Testament,John Grisham,1999.0,Dell,en,friendswood,texas,usa
190,69232,55.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,mooresville,north carolina,usa
191,70205,34.74389988072476,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,fresno,california,usa
192,70666,18.0,0440234743,7,The Testament,John Grisham,1999.0,Dell,en,warwick,rhode island,usa
193,72523,34.74389988072476,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,grand island,new york,usa
194,72912,34.74389988072476,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,defuniak,florida,usa
195,72975,21.0,0440234743,7,The Testament,John Grisham,1999.0,Dell,en,minneapolis,minnesota,usa
196,74709,21.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,macomb,michigan,usa
197,75691,17.0,0440234743,9,The Testament,John Grisham,1999.0,Dell,en,cincinnati,ohio,usa
198,75819,34.74389988072476,0440234743,7,The Testament,John Grisham,1999.0,Dell,en,west falls,new york,usa
199,76352,58.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,olympia,washington,usa
200,76368,34.74389988072476,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,langley,british columbia,canada
201,76942,25.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,sacramento,california,usa
202,78165,34.74389988072476,0440234743,10,The Testament,John Grisham,1999.0,Dell,en,bologna,emilia romagna,italy
203,78754,34.74389988072476,0440234743,8,The Testament,John Grisham,1999.0,Dell,en,dwight,illinois,usa
204,78834,28.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,honolulu,hawaii,usa
205,78973,29.0,0440234743,7,The Testament,John Grisham,1999.0,Dell,en,amadora,lisboa,portugal
206,79186,37.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,fairbanks,alaska,usa
207,79740,24.0,0440234743,7,The Testament,John Grisham,1999.0,Dell,en,st. louis,missouri,usa
208,80810,33.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,warrensburg,missouri,usa
209,81088,18.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,romsey,hampshire,united kingdom
210,81298,20.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,savannah,georgia,usa
211,82114,34.74389988072476,0440234743,9,The Testament,John Grisham,1999.0,Dell,en,fair oaks,california,usa
212,82893,40.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,san antonio,texas,usa
213,83034,34.74389988072476,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,fairbanks,alaska,usa
214,84024,37.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,abilene,texas,usa
215,84611,34.74389988072476,0440234743,8,The Testament,John Grisham,1999.0,Dell,en,fremont,california,usa
216,85534,49.0,0440234743,7,The Testament,John Grisham,1999.0,Dell,en,cleveland,ohio,usa
217,86303,31.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,denver,colorado,usa
218,86969,59.0,0440234743,8,The Testament,John Grisham,1999.0,Dell,en,forest grove,oregon,usa
219,87257,34.74389988072476,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,coeur d`alene,idaho,usa
220,87929,25.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,portland,maine,usa
221,88006,27.0,0440234743,4,The Testament,John Grisham,1999.0,Dell,en,fresno,california,usa
222,90322,34.74389988072476,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,lakeland,minnesota,usa
223,91633,21.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,french camp,california,usa
224,91832,34.74389988072476,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,miami,florida,usa
225,93055,34.74389988072476,0440234743,7,The Testament,John Grisham,1999.0,Dell,en,st. charles,missouri,usa
226,93363,30.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,farmington hills,michigan,usa
227,93643,34.74389988072476,0440234743,10,The Testament,John Grisham,1999.0,Dell,en,bergheim,texas,usa
228,93772,34.74389988072476,0440234743,9,The Testament,John Grisham,1999.0,Dell,en,portland,oregon,usa
229,93800,52.0,0440234743,6,The Testament,John Grisham,1999.0,Dell,en,mount vernon,washington,usa
230,94074,23.0,0440234743,0,The Testament,John Grisham,1999.0,Dell,en,zevenaar,gelderland,netherlands
